Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764632597,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764632598,10,,Aggregated,0.000000,0.000000,560,570,730,800,870,900,900,900,900,900,900,15,0,560.0,502.1370933332946,151.83620000607334,904.8630999968736,8434.466666666667
1764632599,12,,Aggregated,0.000000,0.000000,270,560,570,720,800,870,900,900,900,900,900,21,0,270.0,412.6491999999243,71.12040000356501,904.8630999968736,6716.380952380952
1764632600,14,,Aggregated,0.000000,0.000000,220,270,560,570,800,870,900,900,900,900,900,30,0,210.0,327.2197766663642,55.61880000459496,904.8630999968736,5345.566666666667
1764632601,16,,Aggregated,10.000000,0.000000,220,290,390,560,730,870,900,900,900,900,900,38,0,210.0,303.74652631546365,55.61880000459496,904.8630999968736,4562.210526315789
1764632602,18,,Aggregated,8.000000,0.000000,210,270,350,480,730,870,4700,4700,4700,4700,4700,46,1,200.0,372.42696739090405,53.86549999821,4675.944000002346,4128.673913043478
1764632603,20,,Aggregated,8.000000,0.000000,200,250,340,480,720,870,900,4700,4700,4700,4700,55,1,200.0,337.5135872723397,53.86549999821,4675.944000002346,3839.4545454545455
1764632604,22,,Aggregated,7.800000,0.000000,170,220,270,350,570,800,900,4700,4700,4700,4700,65,1,170.0,305.7093046152239,53.86549999821,4675.944000002346,3556.230769230769
1764632605,24,,Aggregated,8.166667,0.166667,160,220,250,340,560,800,900,4700,4700,4700,4700,75,1,160.0,283.78082933302113,50.81079999945359,4675.944000002346,3407.2933333333335
1764632606,26,,Aggregated,8.571429,0.142857,150,210,250,290,560,730,900,4700,4700,4700,4700,89,1,150.0,259.04897752815066,50.81079999945359,4675.944000002346,3023.932584269663
1764632607,28,,Aggregated,8.625000,0.125000,150,200,230,270,480,720,870,900,4700,4700,4700,101,1,150.0,244.02989504942704,50.81079999945359,4675.944000002346,2940.227722772277
1764632608,30,,Aggregated,8.777778,0.111111,150,180,220,250,440,720,870,900,4700,4700,4700,113,1,150.0,228.96208053089543,49.77540000254521,4675.944000002346,2796.0619469026547
1764632609,32,,Aggregated,9.400000,0.100000,140,160,210,240,420,570,870,900,4700,4700,4700,129,1,140.0,210.93565193795672,49.77540000254521,4675.944000002346,2662.294573643411
1764632610,34,,Aggregated,10.500000,0.100000,140,160,220,250,350,560,870,900,4700,4700,4700,146,1,140.0,203.03872054795,49.77540000254521,4675.944000002346,2529.595890410959
1764632611,36,,Aggregated,9.700000,0.100000,140,160,220,250,340,560,800,900,4700,4700,4700,160,1,130.0,196.80800500009354,49.77540000254521,4675.944000002346,2498.775
1764632612,38,,Aggregated,11.100000,0.100000,130,160,220,250,320,560,800,900,4700,4700,4700,173,1,130.0,191.55027976889107,47.30070000368869,4675.944000002346,2504.3872832369943
1764632613,40,,Aggregated,11.900000,0.100000,96,160,210,240,290,510,800,900,4700,4700,4700,194,1,89,183.80062680417845,47.30070000368869,4675.944000002346,2472.2061855670104
1764632614,42,,Aggregated,12.200000,0.100000,89,160,210,240,280,480,730,870,4700,4700,4700,211,1,89,178.78179952608596,47.30070000368869,4675.944000002346,2456.5355450236966
1764632615,44,,Aggregated,12.600000,0.000000,78,160,210,240,290,440,730,870,4700,4700,4700,229,1,78,173.09514279476662,47.30070000368869,4675.944000002346,2392.5109170305677
1764632616,46,,Aggregated,13.500000,0.000000,74,160,200,230,280,420,720,870,4700,4700,4700,251,1,74,165.94791035864742,47.30070000368869,4675.944000002346,2306.239043824701
1764632617,48,,Aggregated,14.300000,0.000000,73,150,180,220,280,390,720,870,4700,4700,4700,268,1,73,161.25142873145828,47.30070000368869,4675.944000002346,2328.14552238806
1764632618,50,,Aggregated,15.700000,0.000000,72,150,180,220,270,350,720,870,4700,4700,4700,296,1,72,157.17643040541688,47.30070000368869,4675.944000002346,2305.4087837837837
1764632619,52,,Aggregated,15.900000,0.000000,72,150,180,220,270,330,570,800,4700,4700,4700,322,1,72,154.36453229816587,47.30070000368869,4675.944000002346,2234.3757763975154
1764632620,54,,Aggregated,16.800000,0.000000,71,150,180,220,270,320,570,800,4700,4700,4700,343,1,71,151.21680670557,47.30070000368869,4675.944000002346,2157.3586005830903
1764632621,56,,Aggregated,18.400000,0.000000,71,150,180,220,270,320,560,800,4700,4700,4700,364,1,71,148.98532362643053,47.30070000368869,4675.944000002346,2165.813186813187
1764632622,58,,Aggregated,18.800000,0.000000,70,150,170,210,270,310,560,800,4700,4700,4700,389,1,70,145.3707640103322,47.207999996317085,4675.944000002346,2143.377892030848
1764632623,60,,Aggregated,19.600000,0.000000,70,150,160,210,270,310,560,730,4700,4700,4700,409,1,70,143.307969926748,47.0805000004475,4675.944000002346,2174.926650366748
1764632624,62,,Aggregated,20.600000,0.000000,70,150,170,210,270,310,560,730,4700,4700,4700,433,1,70,142.8735090070337,47.0805000004475,4675.944000002346,2240.5450346420325
1764632625,64,,Aggregated,21.600000,0.000000,69,150,170,210,270,300,510,730,4700,4700,4700,468,1,69,140.25585299162378,47.0805000004475,4675.944000002346,2214.3205128205127
1764632626,66,,Aggregated,21.900000,0.000000,69,150,170,210,270,300,510,730,4700,4700,4700,496,1,69,138.9746250001002,46.80709999956889,4675.944000002346,2206.0221774193546
1764632627,68,,Aggregated,22.600000,0.000000,69,150,160,210,270,290,480,720,4700,4700,4700,518,1,69,137.64820463331355,46.80709999956889,4675.944000002346,2211.546332046332
1764632628,70,,Aggregated,23.500000,0.000000,69,150,160,200,260,290,440,720,4700,4700,4700,556,1,69,135.03592841733598,45.456399995600805,4675.944000002346,2255.609712230216
1764632629,72,,Aggregated,24.500000,0.000000,68,150,160,210,260,280,440,720,4700,4700,4700,585,1,68,134.07967059837472,45.456399995600805,4675.944000002346,2226.7504273504273
1764632630,76,,Aggregated,25.000000,0.000000,68,150,160,200,260,280,420,570,4700,4700,4700,617,1,68,133.36612901141075,45.456399995600805,4675.944000002346,2217.424635332253
1764632631,76,,Aggregated,25.800000,0.000000,68,150,160,190,260,280,420,570,4700,4700,4700,648,1,68,131.62988750005798,45.456399995600805,4675.944000002346,2213.7808641975307
1764632632,80,,Aggregated,26.400000,0.000000,68,150,160,180,260,280,390,570,4700,4700,4700,679,1,68,129.7407324006528,44.645599999057595,4675.944000002346,2205.9617083946982
1764632633,82,,Aggregated,27.100000,0.000000,68,150,160,180,260,280,350,560,4700,4700,4700,719,1,68,128.2780154381856,44.645599999057595,4675.944000002346,2211.3616133518776
