Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Fetch Available Itineraries,551,200,9700.0,8699.214078402756,170.24020000098972,12670.75019999902,18817.00181488203,0.611699599858555,0.2220325226346842,9700,10000,10000,10000,10000,11000,11000,12000,13000,13000,13000
POST,Journey: Add Comment,12663,324,75,183.8384118534773,41.20709999551764,7055.465800003731,180.52712627339494,14.05798917061503,0.35969268666818843,75,110,150,180,320,570,1400,2100,4500,7000,7100
GET,Journey: Browse Feed,14556,7507,9300.0,7526.243767078871,45.48670000076527,23160.70590000163,2911.984954657873,16.159526997352316,8.333990737092872,9300,10000,10000,10000,10000,11000,11000,12000,19000,21000,23000
GET,Journey: Browse Popular,7703,4147,9500.0,7855.705987861935,53.71430000377586,21577.731199999107,2109.60002596391,8.551582609274861,4.6038443568301775,9500,10000,10000,10000,10000,11000,11000,13000,20000,22000,22000
POST,Journey: Create First Itinerary,7900,3851,9400.0,7814.953488594993,44.13080000085756,21789.804000000004,338.96367088607593,8.770284644070026,4.275236223330844,9400,10000,10000,10000,10000,11000,11000,12000,19000,22000,22000
POST,Journey: Create Itinerary,14962,6983,9200.0,7474.867068406619,47.219799998856615,22028.424500000256,568.6402218954685,16.610253018300725,7.752265527789999,9200,10000,10000,10000,10000,11000,11000,12000,19000,22000,22000
POST,Journey: Like,21765,644,370.0,459.3260229818141,42.25430000224151,7444.699499996204,50.685274523317254,24.162689275719508,0.7149447228836832,370,410,450,480,620,870,1600,2200,4500,6200,7400
POST,Journey: Like Itinerary,1942,10,360.0,402.99109907307377,47.17640000308165,3257.816700002877,50.97991761071061,2.1559357947827835,0.01110162613173421,360,390,420,450,550,650,840,1000,2700,3300,3300
GET,Journey: My Itineraries,14712,7597,9200.0,7410.052303493737,42.19519999605836,21971.12200000265,801.7897634584014,16.33271236500737,8.43390537227848,9200,10000,10000,10000,10000,11000,11000,12000,19000,22000,22000
GET,Journey: Quick Browse,30867,16631,9500.0,7716.849019049477,42.02160000568256,23095.356800004083,1420.1588427770757,34.267389380823985,18.463114419687166,9500,10000,10000,10000,10000,11000,11000,13000,20000,22000,23000
GET,Journey: Search,30394,16929,10000.0,10105.60947667628,44.87420000077691,30728.504499995324,2420.881720076331,33.74228246479296,18.793942878412846,10000,11000,12000,12000,15000,16000,26000,30000,30000,30000,31000
GET,Journey: Search Destination,7852,4410,10000.0,10201.57455277644,50.53010000119684,53362.64540000411,2661.0284004075393,8.716996838637701,4.895817124094787,10000,11000,12000,12000,15000,16000,24000,30000,30000,53000,53000
GET,Journey: View Comments,22404,609,72,179.20914830387616,40.45089999999618,6965.223100000003,129.42545973933227,24.872083185537324,0.6760890314226135,72,100,140,170,310,560,1400,2100,4700,6700,7000
GET,Journey: View Detail,14814,6737,9200.0,7391.398022377537,37.40090000064811,21608.205900003668,486.258336708519,16.44594895155106,7.479165524949337,9200,9900,10000,10000,10000,11000,11000,12000,19000,21000,22000
GET,Journey: View Details,7793,3800,9300.0,7765.909686372359,45.127199999114964,22285.485399996105,449.6001539843449,8.65149724446047,4.218617930059,9300,10000,10000,10000,10000,11000,11000,13000,20000,22000,22000
GET,Journey: View Popular,30640,14643,9300.0,7612.882158622677,43.37060000398196,22768.24199999828,465.8996409921671,34.01538246763362,16.256111144698405,9300,10000,10000,10000,10000,11000,11000,13000,20000,22000,23000
POST,User Registration,3421,0,300.0,371.81979473837447,128.14390000130516,5927.99229999946,414.0,3.7978662996662735,0.0,300,360,410,450,610,860,1200,1500,4400,5900,5900
,Aggregated,244939,95022,8400.0,6142.629759226226,37.40090000064811,53362.64540000411,1074.080407774997,271.9221203080846,105.48987182896481,8400,9800,10000,10000,10000,11000,15000,17000,30000,30000,53000
